#index	label	wavelength	comment
1494	C  6                2530.61A		# type: i, radiative recombination continuum
1495	C  6                3062.08A		# type: i, radiative recombination continuum
1496	C  6                3644.16A		# type: i, radiative recombination continuum
1497	C  6                4276.86A		# type: i, radiative recombination continuum
1498	C  6                4960.17A		# type: i, radiative recombination continuum
1499	C  6                5694.09A		# type: i, radiative recombination continuum
1500	C  6                6478.64A		# type: i, radiative recombination continuum
1501	C  6                7313.79A		# type: i, radiative recombination continuum
1502	C  6                8199.57A		# type: i, radiative recombination continuum
1503	C  6                9135.96A		# type: i, radiative recombination continuum
1504	C  6                1.01230m		# type: i, radiative recombination continuum
1505	N  7                18.5870A		# type: i, radiative recombination continuum
1506	N  7                74.3637A		# type: i, radiative recombination continuum
1507	N  7                74.3637A		# type: i, radiative recombination continuum
1508	N  7                167.321A		# type: i, radiative recombination continuum
1509	N  7                167.321A		# type: i, radiative recombination continuum
1510	N  7                167.321A		# type: i, radiative recombination continuum
1511	N  7                297.475A		# type: i, radiative recombination continuum
1512	N  7                297.475A		# type: i, radiative recombination continuum
1513	N  7                297.475A		# type: i, radiative recombination continuum
1514	N  7                297.475A		# type: i, radiative recombination continuum
1515	N  7                464.825A		# type: i, radiative recombination continuum
1516	N  7                464.825A		# type: i, radiative recombination continuum
1517	N  7                464.825A		# type: i, radiative recombination continuum
1518	N  7                464.825A		# type: i, radiative recombination continuum
1519	N  7                464.825A		# type: i, radiative recombination continuum
1520	N  7                669.370A		# type: i, radiative recombination continuum
1521	N  7                911.107A		# type: i, radiative recombination continuum
1522	N  7                1190.04A		# type: i, radiative recombination continuum
1523	N  7                1506.17A		# type: i, radiative recombination continuum
1524	N  7                1859.76A		# type: i, radiative recombination continuum
1525	N  7                2249.63A		# type: i, radiative recombination continuum
1526	N  7                2677.30A		# type: i, radiative recombination continuum
1527	N  7                3142.14A		# type: i, radiative recombination continuum
1528	N  7                3644.18A		# type: i, radiative recombination continuum
1529	N  7                4183.40A		# type: i, radiative recombination continuum
1530	N  7                4759.81A		# type: i, radiative recombination continuum
1531	N  7                5373.40A		# type: i, radiative recombination continuum
1532	N  7                6024.19A		# type: i, radiative recombination continuum
1533	N  7                6712.18A		# type: i, radiative recombination continuum
1534	N  7                7437.35A		# type: i, radiative recombination continuum
1535	O  8                14.2280A		# type: i, radiative recombination continuum
1536	O  8                56.9278A		# type: i, radiative recombination continuum
1537	O  8                56.9278A		# type: i, radiative recombination continuum
1538	O  8                128.090A		# type: i, radiative recombination continuum
1539	O  8                128.090A		# type: i, radiative recombination continuum
1540	O  8                128.090A		# type: i, radiative recombination continuum
1541	O  8                227.731A		# type: i, radiative recombination continuum
1542	O  8                227.731A		# type: i, radiative recombination continuum
1543	O  8                227.731A		# type: i, radiative recombination continuum
1544	O  8                227.731A		# type: i, radiative recombination continuum
1545	O  8                355.849A		# type: i, radiative recombination continuum
1546	O  8                355.849A		# type: i, radiative recombination continuum
1547	O  8                355.849A		# type: i, radiative recombination continuum
1548	O  8                355.849A		# type: i, radiative recombination continuum
1549	O  8                355.849A		# type: i, radiative recombination continuum
1550	O  8                512.444A		# type: i, radiative recombination continuum
1551	O  8                697.516A		# type: i, radiative recombination continuum
1552	O  8                911.065A		# type: i, radiative recombination continuum
